seqnames,start,end,ID,Name,Description
Lcu.1GRN.Chr6,304381187,304384645,Lcu.1GRN.6g036600,Lcu.1GRN.6g036600,Transposon Ty3-I Gag-Pol polyprotein
Lcu.1GRN.Chr2,499192259,499195946,Lcu.1GRN.2g067150,Lcu.1GRN.2g067150,Transposon Ty3-I Gag-Pol polyprotein
Lcu.1GRN.Chr3,344156629,344158845,Lcu.1GRN.3g047190,Lcu.1GRN.3g047190,Trehalose 6-phosphate phosphatase
Lcu.1GRN.Chr6,300543636,300546625,Lcu.1GRN.6g035640,Lcu.1GRN.6g035640,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
Lcu.1GRN.Chr7,234722557,234728212,Lcu.1GRN.7g030770,Lcu.1GRN.7g030770,Ty3/gypsy retrotransposon protein
Lcu.1GRN.Chr3,117531712,117532256,Lcu.1GRN.3g015250,Lcu.1GRN.3g015250,Tyrosine--tRNA ligase
Lcu.1GRN.Chr7,244721675,244744048,Lcu.1GRN.7g031770,Lcu.1GRN.7g031770,ubiquitin-like-specific protease 1D isoform X2
Lcu.1GRN.Chr3,117717633,117718194,Lcu.1GRN.3g015280,Lcu.1GRN.3g015280,UBP1-associated protein 2B-like
Lcu.1GRN.Chr1,363871625,363873614,Lcu.1GRN.1g035170,Lcu.1GRN.1g035170,ULP_PROTEASE domain-containing protein
Lcu.1GRN.Chr7,234905390,234910314,Lcu.1GRN.7g030820,Lcu.1GRN.7g030820,ULP_PROTEASE domain-containing protein
Lcu.1GRN.Chr2,499267722,499269244,Lcu.1GRN.2g067160,Lcu.1GRN.2g067160,Ulp1 protease family;  carboxy-terminal domain protein
Lcu.1GRN.Chr1,372867763,372870063,Lcu.1GRN.1g036380,Lcu.1GRN.1g036380,vacuolar iron transporter 1
Lcu.1GRN.Chr4,480963836,480966007,Lcu.1GRN.4g069520,Lcu.1GRN.4g069520,Vacuolar-processing enzyme
Lcu.1GRN.Chr7,227512867,227514327,Lcu.1GRN.7g030030,Lcu.1GRN.7g030030,Vacuolar-processing enzyme
Lcu.1GRN.Chr7,227512174,227512695,Lcu.1GRN.7g030020,Lcu.1GRN.7g030020,Vacuolar-processing enzyme-like
Lcu.1GRN.Chr1,360392750,360396193,Lcu.1GRN.1g034730,Lcu.1GRN.1g034730,vacuole membrane protein KMS1-like
Lcu.1GRN.Chr1,59531476,59536569,Lcu.1GRN.1g008990,Lcu.1GRN.1g008990,Voltage-gated potassium channel subunit beta-1
Lcu.1GRN.Chr7,471278810,471282184,Lcu.1GRN.7g048650,Lcu.1GRN.7g048650,Wall associated kinase-like protein
Lcu.1GRN.Chr6,295999942,296009475,Lcu.1GRN.6g034710,Lcu.1GRN.6g034710,Wall-associated receptor kinase-like 1
Lcu.1GRN.Chr7,109953722,109956541,Lcu.1GRN.7g017950,Lcu.1GRN.7g017950,WAT1-related protein
Lcu.1GRN.Chr6,293946252,293947543,Lcu.1GRN.6g034370,Lcu.1GRN.6g034370,WRKY transcription factor 22-like protein
Lcu.1GRN.Chr1,351844750,351846517,Lcu.1GRN.1g033480,Lcu.1GRN.1g033480,Xyloglucan endotransglucosylase/hydrolase
Lcu.1GRN.Chr1,358464167,358465351,Lcu.1GRN.1g034420,Lcu.1GRN.1g034420,Xyloglucan endotransglucosylase/hydrolase
Lcu.1GRN.Chr1,360321656,360322257,Lcu.1GRN.1g034700,Lcu.1GRN.1g034700,zf-GRF domain-containing protein
Lcu.1GRN.Chr1,363552967,363553867,Lcu.1GRN.1g035140,Lcu.1GRN.1g035140,Zinc finger CCCH domain-containing protein 58
Lcu.1GRN.Chr2,505937370,505938182,Lcu.1GRN.2g067480,Lcu.1GRN.2g067480,Zinc transporter 5-like protein
Lcu.1GRN.Chr2,505926862,505927673,Lcu.1GRN.2g067450,Lcu.1GRN.2g067450,Zinc/iron permease
